,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
939,Twenty One Pilots,Nico and the Niners,5SehvGGC53A7SZKCLXQcyt,65,0.728,0.602,9,-7.748,0,0.185,0.0699,7.01e-06,0.318,0.328,140.081,225040,4
940,Camila Cabello,Consequences,7sTtHHrD0zDpmzQzH3zegz,66,0.455,0.292,0,-6.792,1,0.0563,0.889,0.0,0.106,0.43,84.339,178467,5
941,Janelle Monáe,Make Me Feel,5gW5dSy3vXJxgzma4rQuzH,63,0.859,0.413,1,-7.399,1,0.182,0.132,0.0,0.334,0.697,115.035,194230,4
942,Bladee,Be Nice 2 Me,2TmqHjg7uhizGndzXQdFuf,62,0.449,0.631,7,-9.019,1,0.07,0.0732,9.27e-06,0.482,0.331,139.017,127792,4
943,Peach Pit,Peach Pit,0ZK8TGOsngrstVPsnrHbK1,61,0.515,0.804,6,-5.345,0,0.0398,0.00322,0.00229,0.149,0.298,123.969,287080,4
944,¿Téo?,Thru My Hair,6BbAFjOCHA1AknMtIu3VjZ,63,0.782,0.544,9,-7.943,0,0.075,0.502,0.00438,0.0655,0.906,130.079,100500,4
945,Julia Michaels,Heaven,1T575AhHueYinKSDflEsGK,68,0.552,0.371,7,-9.104,0,0.0359,0.857,0.0,0.0838,0.245,199.843,191787,3
946,Wallows,Drunk on Halloween,0z9dPcBhJvqO06QMaKelUE,60,0.631,0.634,6,-4.456,1,0.0247,0.231,1.3e-05,0.0924,0.774,100.967,237027,4
947,Ozuna,La Modelo,2SbzdGpOKlH3HIAGTWTbwU,64,0.574,0.734,1,-2.697,1,0.0728,0.241,0.00806,0.0962,0.769,98.023,255507,4
948,Nicki Minaj,Barbie Dreams,6Poyf51k7W3NKnsGwAI90B,61,0.85,0.787,8,-4.134,0,0.338,0.313,0.0,0.194,0.7,87.983,279867,4
949,21 Savage,out for the night - part 2,4B8vU5oDXVxO5OkLAI4aLx,61,0.593,0.632,6,-5.381,0,0.541,0.0133,0.0,0.64,0.0789,173.369,235232,4
950,Post Malone,Otherside,4qWCFTuNnmGNdY4egtb4ZY,62,0.652,0.643,9,-5.667,0,0.0353,0.318,2.87e-06,0.208,0.109,104.932,228227,4
951,Anuel AA,Quiere Beber,0FDMH2ahuIVzCybwHJK9zh,70,0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4
952,Young Rising Sons,SAD (Clap Your Hands),22jEGuVPtvtMqKPuXdOVCh,62,0.671,0.874,0,-4.188,1,0.0448,0.0829,2.72e-05,0.294,0.747,109.96,152203,4
953,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",42k9e2hgl98IdgkXLg4pxs,62,0.636,0.501,11,-7.26,0,0.329,0.413,0.0,0.339,0.196,82.309,265120,4
954,Morgan Wallen,Happy Hour,2woGHWgrFfjXAgdUsitbqr,58,0.616,0.835,7,-4.277,1,0.0354,0.162,0.0,0.0977,0.8,97.96,199840,4
955,Travis Scott,WHO? WHAT!,4KYS9GK68yeuUJ8vJfPxrq,64,0.834,0.731,10,-5.603,0,0.0566,0.0462,0.0,0.0731,0.681,140.001,176720,4
956,Ghostemane,Nihil,1nB6VmrPybx4xwkL80OqdA,65,0.665,0.905,7,-5.785,1,0.253,0.161,0.0669,0.907,0.288,114.938,147305,4
957,chloe moriondo,Silly Girl,0ZP3E9L1I0C6rmD0CAKqDc,62,0.479,0.0436,0,-22.849,1,0.0639,0.944,9.42e-05,0.126,0.133,79.141,198808,1
958,$uicideboy$,"10,000 Degrees",1uksi19G4rvXZLJzmb0uDx,59,0.692,0.719,1,-8.277,1,0.216,0.0214,0.0,0.105,0.332,156.013,189109,4
959,Parcels,Tieduprightnow,66tkDkPsznE5zIHNt4QkXB,69,0.863,0.533,5,-7.986,0,0.0484,0.291,0.00126,0.0794,0.738,102.025,249957,4
960,Peach Pit,Drop the Guillotine,1gpBDeONibvJyQYEv5HJh9,60,0.514,0.881,0,-6.52,1,0.0629,0.0381,9.55e-06,0.103,0.577,87.541,219960,4
961,Future,Jet Lag (feat. Young Scooter),2OsDoAzo5SGq10qwmKSQBv,60,0.81,0.458,4,-7.495,0,0.105,0.266,0.0,0.174,0.493,125.049,271067,4
962,$uicideboy$,Either Hated or Ignored,4vAKbxKP0qsV72Riiky7de,59,0.735,0.732,1,-5.907,0,0.0814,0.0442,0.0,0.0849,0.482,113.07,153745,4
963,Kany García,Confieso,44kI7aJvJAYJkREVk0Rmei,73,0.476,0.244,9,-8.361,1,0.0997,0.915,0.0,0.0975,0.36,177.688,224227,4
964,Ray LaMontagne,Such A Simple Thing,4PuUa8e5s7P3Zv1IdCGIsa,64,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349,296387,4
965,Mitski,Two Slow Dancers,0pM91oR6zMZcepPBklxO8Q,62,0.37,0.11,0,-13.176,1,0.0295,0.791,0.000575,0.0997,0.0579,82.899,239304,4
966,Maroon 5,Moves Like Jagger,64QftS2rGzpynevjuCsJXW,58,0.72,0.748,11,-4.468,0,0.0464,0.0124,0.0,0.312,0.614,128.008,201240,4
967,DaBaby,Next Song,0rrVn0KMlLHtAklzUrrfoj,59,0.81,0.754,5,-6.138,0,0.302,0.0243,0.0,0.255,0.68,148.091,79360,4
968,Future,Shorty,5ExHDzOoOhC4xZGPh9zyQZ,61,0.795,0.386,10,-10.638,1,0.18,0.245,0.0,0.0973,0.619,131.971,121000,4
969,Lil Yachty,66,6tarvNiKnEjYMj1VZhlDqR,62,0.667,0.723,5,-4.31,0,0.27,0.0455,0.000193,0.213,0.251,148.058,153475,4
970,BTS,Anpanman,34OSqW5ULWxmCEMjJ1ZgVW,69,0.813,0.876,1,-2.92,0,0.0922,0.024,0.0,0.287,0.757,98.989,232966,4
971,Demi Lovato,Sober,0STK94RxUulYqWzwFlyAb5,66,0.397,0.303,1,-10.413,1,0.11,0.798,4.16e-06,0.0824,0.17,170.22,197893,3
972,Haley Heynderickx,The Bug Collector,5nVE45ithgyVocZp5XLAk6,61,0.538,0.419,10,-9.705,1,0.0353,0.777,0.329,0.0967,0.529,99.622,228460,4
973,Arlie,didya think,4HOg84QsolNLzNp08qZ3sX,59,0.468,0.89,4,-2.974,1,0.0701,0.00415,1.21e-05,0.508,0.709,140.265,200467,4
974,Freddie Dredd,Oh Darling (feat. Soudiere),1qKnnUu2Y6C3r0Sv5PkNoB,61,0.724,0.681,7,-8.04,0,0.242,0.265,7.11e-06,0.117,0.236,80.019,144013,4
975,guardin,i think you're really cool,78cIbVjU1xn7mbQ9i35avl,61,0.503,0.446,5,-6.279,1,0.0547,0.904,0.0,0.303,0.476,174.062,160661,4
976,Iron & Wine,Autumn Town Leaves,6HbxpoChDH9ThadFOSAnma,62,0.662,0.322,1,-15.115,1,0.0304,0.855,0.0019,0.144,0.425,115.771,195200,4
977,21 Savage,4L,1uULQtJ8rbsX5TwjPpPc9Q,60,0.879,0.41,8,-9.233,1,0.551,0.000897,2.09e-05,0.108,0.0703,80.011,288364,4
978,Flipp Dinero,Leave Me Alone,14mHfNsSHN0FbLftyjrV9g,62,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,195637,4
979,Lord Huron,Harvest Moon - Recorded at Spotify Studios NYC,6gdCb962lq0Xdg7ypVLuLt,59,0.417,0.285,2,-11.041,1,0.0346,0.803,0.005,0.269,0.243,120.954,346373,1
980,Daddy Yankee,Adictiva,6MJUCumnQsQEKbCy28tbCP,69,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4
981,Nicky Jam,X (feat. Maluma & Ozuna) - Remix,6JjPBQfI2Y8nIjnm65X6Pw,66,0.663,0.696,9,-4.957,0,0.103,0.0561,3.77e-05,0.0778,0.738,180.113,235747,4
982,Oscar Lang,fall into u,6d2R5kZDIYs82XdxBNCiCN,61,0.307,0.187,11,-12.181,0,0.0293,0.839,0.569,0.154,0.0945,140.724,212001,3
983,Takeoff,Insomnia,0ZeAEOI1A33pYLNbSS4VFQ,62,0.904,0.627,1,-6.186,1,0.103,0.0573,0.0,0.108,0.555,139.984,164899,4
984,Lil Wayne,Dedicate,0Y7di9ZCmB6Elad5WISaPc,59,0.879,0.662,2,-6.162,1,0.309,0.033,0.0,0.716,0.724,117.975,189909,4
985,Bad Bunny,RLNDT,6pZHZndlo57dPCYnvlYFOE,67,0.6,0.528,0,-6.554,1,0.0308,0.263,0.0,0.588,0.142,108.025,284853,4
986,NF,WHY,7rjGZWlqqeEMDrAabwZQhr,61,0.737,0.77,10,-7.753,0,0.51,0.368,0.0,0.306,0.431,158.351,188990,4
987,Gorillaz,Humility (feat. George Benson),3NeiYiBn3rQBgurfVk92Zm,64,0.632,0.807,0,-5.893,1,0.126,0.144,0.0211,0.125,0.784,160.174,197933,4
988,CORBAL,Imagination,5bttUhX2smfy7urwlidPfG,64,0.814,0.0987,7,-22.009,1,0.038,0.702,0.872,0.114,0.872,109.975,104784,5
